domain,name,product_category,revenue_range,Total visits - November 2017,Total visits -  June 2017,Total visits - October 2017,SimilarWeb Rank-October,MUV - October
craghoppers.com,Craghoppers Ltd,Apparel and Accessories,$50 mil. - $100 mil.,422349.2858,278527.1816,222747.1448,231626,45986.70264
racing.com,Racing Victoria Limited,"Art, Entertainment and Recreation",$50 mil. - $100 mil.,567580.8889,488393.0937,1182874.18,67518,66334.08752
dgse.com,DGSE COMPANIES INC,Style and Fashion,$50 mil. - $100 mil.,24563.14826,4217.030117,3628.610825,5673852,1710.63647
schleich-s.com,Schleich USA Inc.,Others,$50 mil. - $100 mil.,327951.4912,178208.1102,400853.3969,160894,36163.20321
berghoffworldwide.com,BergHOFF International,Others,$50 mil. - $100 mil.,62521.57878,19914.96257,113366.1085,476527,9683.227317
nahoku.com,NA HOKU INC,Style and Fashion,$50 mil. - $100 mil.,68778.49132,79119.63645,69074.21252,644828,9144.263306
bottegalouie.com,Bottega Louie,Hospitality and Accomodation,$50 mil. - $100 mil.,25549.28383,72846.52322,47965.85839,1132691,7812.87376
gourmetboutique.com,Gourmet Boutique Inc,Food And Beverage,$50 mil. - $100 mil.,474.4147432,363.9387955,552.8250117,11428136,123.3622518
pharmedquest.com,PharMedQuest,Medical and Wellness,$50 mil. - $100 mil.,481.181584,2243.947168,8283.09952,581257,1456.332721
kingmetals.com,KING ARCHITECTURAL METALS INC,Building Material and Garden Equipment and Supplies,$50 mil. - $100 mil.,62477.72075,140432.3785,143784.82,322606,12631.24336
thechronicleherald.ca,TheChronicleHerald.ca,Media and Publications,$50 mil. - $100 mil.,1763887.745,1651064.285,2118500.344,43595,341006.9972
cannonsafe.com,Cannon Safe Inc,"Art, Entertainment and Recreation",$50 mil. - $100 mil.,56123.34388,39070.42542,229856.16,359501,8423.504174
pinnacleart.com,PinnacleAIS,Others,$50 mil. - $100 mil.,2929.846636,6042.715331,30734.15673,2098582,3828.248273
lizearle.com,Liz Earle,Others,$50 mil. - $100 mil.,468305.3382,178147.1811,284200.5447,163414,33152.99184
schooldude.com,SchoolDude.com Inc,Others,$50 mil. - $100 mil.,745722.8337,1055392.778,734538.654,78707,103604.2563
1928.com,Jewelry Company,Style and Fashion,$50 mil. - $100 mil.,42180.13812,99995.32446,121954.3107,435490,4261.19208
jascoproducts.com,Jasco Products Company,Consumer Electronics & Appliances,$50 mil. - $100 mil.,34506.85793,85081.79177,96957.59227,978128,411.8035095
swimco.com,Swimco,Apparel and Accessories,$50 mil. - $100 mil.,58588.09646,73149.09346,62371.61726,661821,10913.97201
modainpelle.com,Moda in Pelle,Apparel and Accessories,$50 mil. - $100 mil.,112028.417,146533.253,103802.4302,482619,11316.21183
affordable-solar.com,Affordable Solar,Building Material and Garden Equipment and Supplies,$50 mil. - $100 mil.,112597.4307,27908.19294,98000.18508,776088,18610.99395
barneysbeanery.com,Barney's Beanery,Food And Beverage,$50 mil. - $100 mil.,21952.25272,65426.88657,27287.4934,2303865,3053.889998
rotronic-usa.com,Rotronic Instruments Ltd,Others,$50 mil. - $100 mil.,103487.017,839.5883027,646.7592738,11856864,302.2374057
hoddereducation.co.uk,Hodder Education,Media and Publications,$50 mil. - $100 mil.,197404.6026,149063.1349,774662.2059,122909,102368.2668
middleburyinteractive.com,Middlebury Interactive Languages,Education,$50 mil. - $100 mil.,139702.1228,316681.4424,165007.5338,213472,36733.48246
foodservicewarehouse.com,Food Service Warehouse,Travel and Transportation,$50 mil. - $100 mil.,41133.02867,33196.30727,77666.94106,1147895,5459.998586
lappset.com,Lappset Group Ltd,Others,$50 mil. - $100 mil.,27903.68025,19837.48694,31158.39213,1703736,3587.122454
80spurple.com,80spurple.com,Apparel and Accessories,$50 mil. - $100 mil.,31053.66148,9192.309584,13448.93922,2020151,6690.145509
corneyandbarrow.com,Corney & Barrow Limited,Food And Beverage,$50 mil. - $100 mil.,26028.73837,4358.065181,4778.180457,5470998,2849.764001
gorillasurplus.com,Gorilla Surplus,"Art, Entertainment and Recreation",$50 mil. - $100 mil.,58050.92876,12649.32376,67686.53084,883095,10542.85759
tealium.com,Tealium Inc,Others,$50 mil. - $100 mil.,98431.21229,228850.1255,48850.52623,941642,23501.00754
peerlesscoffee.com,Peerless Coffee Company,Food And Beverage,$50 mil. - $100 mil.,3236.866732,6333.024895,1745.630216,7212614,620.1254927
claflin.com,The Claflin Company,Travel and Transportation,$50 mil. - $100 mil.,1564.176937,2334.121477,1961.92287,5771383,554.7989851
grousemountain.com,Grouse Mountain,Sporting Goods,$50 mil. - $100 mil.,296142.0671,145908.8037,139543.7123,380617,29258.14753
akegroup.com,AKE Limited,Others,$50 mil. - $100 mil.,3252.82105,3040.449862,30197.99499,2197803,2390.658864
hillnmarkes.com,Hill & Markes Inc,Others,$50 mil. - $100 mil.,37803.34374,5858.1199,4696.707181,4367975,1842.905823
fairtex.com,Fairtex Inc,Others,$50 mil. - $100 mil.,17083.77791,10957.25201,26964.50952,1730853,6338.854467
dianesbeachwear.com,Diane's Beachwear,Apparel and Accessories,$50 mil. - $100 mil.,25408.52893,14858.07719,7919.841791,3836705,3868.265179
brazos-walking-sticks.com,Brazos Walking Sticks,Health and Fitness,$50 mil. - $100 mil.,18810.29918,74292.86333,11204.82192,1965540,5674.932254
telltalegames.com,Telltale Games Inc,Others,$50 mil. - $100 mil.,336832.9705,217487.6526,549832.874,215951,10297.64657
altagenetics.com,Alta Genetics Inc.,Others,$50 mil. - $100 mil.,91188.12532,117997.3976,85850.59698,714237,13503.07962
nourison.com,Nourison,Home Furnishings and Furniture,$50 mil. - $100 mil.,9756.998558,11655.89775,44810.80099,1250486,3457.680262
petittigardencenter.com,Petitti Garden Centers,Building Material and Garden Equipment and Supplies,$50 mil. - $100 mil.,27437.38525,38670.42876,39875.21318,1297989,4047.042553
deaconind.com,Deacon Industrial Supply Co. Inc,Others,$50 mil. - $100 mil.,3804.89711,5573.868959,5956.513237,2998942,1988.313408
popcornindiana.com,Dale and Thomas Popcorn,Food And Beverage,$50 mil. - $100 mil.,9462.868971,2334.793112,2400.859781,6656081,2526.849315
salishlodge.com,Salish Lodge,Hospitality and Accomodation,$50 mil. - $100 mil.,13124.43197,19064.73285,55517.81038,1265706,10756.7445
portwest.com,Portwest LLC,Apparel and Accessories,$50 mil. - $100 mil.,12576.84589,8959.131551,55044.06224,810754,7273.145718
magnanni.com,MAGNANNI INC,Apparel and Accessories,$50 mil. - $100 mil.,27377.07981,36479.08121,156982.2651,428591,14617.0219
mohawkconnects.com,Mohawk Fine Papers Inc.,Others,$50 mil. - $100 mil.,26290.60565,34041.71169,67031.93369,859189,16064.82133
tandyleather.com,"Tandy Leather Factory , Inc.",Others,$50 mil. - $100 mil.,496922.4863,380202.0325,562808.1646,94184,86367.43273
gracelandfruit.com,Graceland Fruit Inc,Food And Beverage,$50 mil. - $100 mil.,959.051669,1929.756634,1364.12991,8404713,592.1959144
devilsthumbranch.com,Devil's Thumb Ranch,Hospitality and Accomodation,$50 mil. - $100 mil.,53936.96446,4809.584905,37558.95378,1321143,3667.391387
actiontec.com,"Actiontec Electronics , Inc.",Others,$50 mil. - $100 mil.,241901.4987,124630.8792,254507.3996,335027,48319.90172
itpreneurs.com,ITpreneurs BV,Technology and Computing,$50 mil. - $100 mil.,29433.8604,25757.34978,12332.34189,1154001,7058.944163
yoursclothing.co.uk,Yours Clothing,Apparel and Accessories,$50 mil. - $100 mil.,1421713.015,848907.3143,1177173.004,52092,132052.5352
western-sizzlin.com,Western Sizzlin Corp,Food And Beverage,$50 mil. - $100 mil.,24399.39882,55335.37499,24190.97842,1680032,785.1717429
beddingexperts.com,The Bedding Experts,Home Furnishings and Furniture,$50 mil. - $100 mil.,206158.6863,163111.0423,22088.27207,3033408,42.94743675
cla-val.com,Cla-Val Company,Others,$50 mil. - $100 mil.,27680.62789,18190.88727,22155.20733,1512231,7614.205788
canadadrugs.com,CanadaDrugs.com LP,Health and Fitness,$50 mil. - $100 mil.,512542.5559,593841.1115,603426.9201,108497,124699.0412
hadco-metal.com,Hadco Metal Trading Co. LLC,Others,$50 mil. - $100 mil.,4739.904201,2381.389712,1739.182402,7045181,1309.013103
portescap.com,Portescap S.A,Consumer Electronics & Appliances,$50 mil. - $100 mil.,12841.47828,12475.15899,23542.03652,1989028,6026.451416
seabrookwallpaper.com,Seabrook Wallcoverings Inc,Others,$50 mil. - $100 mil.,13778.03449,4132.740602,3139.275039,4035172,1337.612297
altosphotonics.com,Altos Incorporated,General Merchandise,$50 mil. - $100 mil.,216.7485491,212.2447039,472.3161397,14185220,460.0558478
lokey.com,Lokey Kia,Automotive and Vehicles,$50 mil. - $100 mil.,842.8220249,639.2209687,122.9995923,25691776,197.9261919
forneyind.com,Forney Industries,Others,$50 mil. - $100 mil.,9502.554613,123894.9094,5882.381431,3231804,3937.624512
prince-corp.com,Prince Corporation,Food And Beverage,$50 mil. - $100 mil.,38603.67645,3922.675959,3589.808602,3709004,1767.6164
prestigeimports.net,Prestige Imports Inc,Automotive and Vehicles,$50 mil. - $100 mil.,70999.4518,75618.01227,149231.7347,657142,11836.7046
magnif.com,Mag-Nif Inc,Others,$50 mil. - $100 mil.,1016.350769,1116.066114,767.8506611,10167858,197.0667067
parkseed.com,Park Seed Company,Home Furnishings and Furniture,$50 mil. - $100 mil.,329844.814,485527.6334,316497.5465,182751,63161.84847
hotelcaferoyal.com,Hotel Cafe Royal,Hospitality and Accomodation,$50 mil. - $100 mil.,75549.53648,10394.72308,21939.63057,1876973,6539.323598
welco.co.uk,Welconstruct Group Ltd,Others,$50 mil. - $100 mil.,15884.15948,3386.254248,6283.466225,4714978,1592.649549
brownells.com,Brownells Inc,"Art, Entertainment and Recreation",$50 mil. - $100 mil.,5162486.352,3927459.807,5640271.932,12586,732941.3722
volusion.com,Volusion Inc,Finance,$50 mil. - $100 mil.,1819043.404,1918990.401,2368225.913,49383,504815.9836
kryolan.com,Kryolan GmbH,Others,$50 mil. - $100 mil.,550087.7539,509100.2236,546991.8024,84980,57912.37247
roadamerica.com,Road America Inc,"Art, Entertainment and Recreation",$50 mil. - $100 mil.,34168.88866,183653.827,39558.64087,1180863,6657.094135
foreo.com,FOREO INC,Style and Fashion,$50 mil. - $100 mil.,2284518.579,1112031.774,996944.0335,81502,168896.4387
onekingslane.com,One Kings Lane Inc,Others,$50 mil. - $100 mil.,1714833.125,773377.1221,885790.5373,82442,212632.4246
iolo.com,Iolo Technologies,Others,$50 mil. - $100 mil.,2024332.192,1899878.776,4754064.083,22750,467089.7439
graze.com,Graze,Food And Beverage,$50 mil. - $100 mil.,2723487.889,1420324.549,1893554.685,30518,232591.7273
ocuco.com,Ocuco Limited,Consumer Electronics & Appliances,$50 mil. - $100 mil.,18233.9636,37722.97176,22525.07151,425993,2797.306327
extang.com,Extang Corporation,Travel and Transportation,$50 mil. - $100 mil.,47011.8688,111757.2473,43254.64826,1195781,8365.52021
cbazaar.com,Cbazaar.com Inc,Apparel and Accessories,$50 mil. - $100 mil.,1284885.366,1230033.657,621569.2444,96499,68006.58612
skymall.com,"SkyMall , Inc.",General Merchandise,$50 mil. - $100 mil.,373266.3085,84564.2649,404617.5679,167753,22903.42427
vermontteddybear.com,Vermont Teddy Bear Company,Gift and Novelty,$50 mil. - $100 mil.,145665.1894,88642.2998,120224.6808,403837,8708.871613
alibris.com,Alibris Inc,Others,$50 mil. - $100 mil.,1941434.581,1376093.696,2333111.731,28880,680913.543
farrow-ball.com,Farrow & Ball Ltd,Others,$50 mil. - $100 mil.,568348.4292,449874.1972,524571.0791,111750,83480.04451
nextdayflyers.com,Next Day Flyers,Others,$50 mil. - $100 mil.,184540.104,250997.7991,314423.929,213180,85540.45375
farmandhomesupply.com,Quincy Farm Supply Co.,Others,$50 mil. - $100 mil.,160546.7271,175877.4014,144209.148,411645,11058.74508
nycballet.com,New York City Ballet Inc,"Art, Entertainment and Recreation",$50 mil. - $100 mil.,224910.8929,78932.29497,133441.6978,385479,46597.13924
sagepayments.com,Sage Payment Solutions,Finance,$50 mil. - $100 mil.,25041.7129,66643.82013,16182.60377,2131492,6783.587311
julep.com,Julep,Others,$50 mil. - $100 mil.,1108569.613,379088.5723,406286.1627,142607,55423.20912
signaturehardware.com,Signature Hardware,Home Furnishings and Furniture,$50 mil. - $100 mil.,874254.5372,764832.378,768661.8984,82325,221601.9917
satyapaul.com,Satya Paul,Apparel and Accessories,$50 mil. - $100 mil.,61872.00914,18529.6777,52719.75386,1004822,4923.240429
greenfarmparts.com,Green Farm Parts,Food And Beverage,$50 mil. - $100 mil.,72703.82956,114450.6688,91227.52207,679240,20091.246
swaleheating.com,Swale Heating Ltd,Others,$50 mil. - $100 mil.,5619.506312,4258.827127,82135.24827,1061609,6728.799439
woodwardfab.com,Woodward Fab,Stationery and Office Products,$50 mil. - $100 mil.,37313.84899,5111.69294,9616.552056,2660830,2952.761072
mustardseedmarket.com,Mustard Seed Market & Café,Food And Beverage,$50 mil. - $100 mil.,6210.948142,3970.934537,2970.650962,5751479,1768.517865
halston.com,Halston,Apparel and Accessories,$50 mil. - $100 mil.,110379.0224,26161.46152,167045.1821,471234,11161.42043
corporate-interiors.com,Corporate Interiors Inc,Stationery and Office Products,$50 mil. - $100 mil.,1163.039224,1836.720252,1909.114559,7325304,427.6598373
storetwentyone.co.uk,Store Twenty One,Apparel and Accessories,$50 mil. - $100 mil.,106388.1297,49435.04096,748.8397949,13033437,796.3253578
whitehallgardencentre.co.uk,Whitehall Garden Centre,Building Material and Garden Equipment and Supplies,$50 mil. - $100 mil.,37350.068,4479.718775,139636.7438,534400,2923.455432
shiekhshoes.com,Shiekh Shoes,Apparel and Accessories,$50 mil. - $100 mil.,1079721.195,784363.7968,1092492.51,61052,129469.7598
namecheap.com,Namecheap Inc,Others,$50 mil. - $100 mil.,9785550.66,9294964.497,9307804.911,7030,2270814.305
tjm.com.au,TJM,Travel and Transportation,$50 mil. - $100 mil.,223347.9171,115215.5019,131341.6353,381551,20621.38056
durcon.com,Durcon Inc,Others,$50 mil. - $100 mil.,2878.578601,3976.155165,2682.674361,5660745,1151.755209
grappone.com,The Grappone Automotive Group,Automotive and Vehicles,$50 mil. - $100 mil.,6541.523889,4907.417315,1826.258975,6450604,1935.556253
partyexpress.com,Party Express,Others,$50 mil. - $100 mil.,1098.24904,691.6489695,1467.613834,8775569,1256.847898
cybernetman.com,Cybernet Manufacturing Inc,Consumer Electronics & Appliances,$50 mil. - $100 mil.,25286.1128,34764.93696,34099.40926,1510846,10682.71721
procook.co.uk,Pro Cook,Consumer Electronics & Appliances,$50 mil. - $100 mil.,236214.2265,213204.6697,358799.6483,152235,47920.72084
perfectionlearning.com,Perfection Learning Corporation,Media and Publications,$50 mil. - $100 mil.,55705.2705,105609.6158,76559.68115,529393,37083.6102
thomassci.com,Thomas Scientific,Others,$50 mil. - $100 mil.,284586.6008,154387.681,507876.5606,158891,85002.38477
thedump.com,The Dump,Home Furnishings and Furniture,$50 mil. - $100 mil.,243907.3879,233945.6373,212781.0985,217742,46302.68592
boatechnology.com,Boa Technology Inc,Apparel and Accessories,$50 mil. - $100 mil.,18176.42935,777.1871392,2403.802764,5773812,219.4133197
sector9.com,Sector 9,"Art, Entertainment and Recreation",$50 mil. - $100 mil.,122875.6186,111044.0572,69900.40287,821698,17283.39219
rogue.com,Rogue Ales,Food And Beverage,$50 mil. - $100 mil.,75562.50387,100713.6483,411929.3862,148311,24392.38921
ezevent.com,ezEvent LLC,Others,$50 mil. - $100 mil.,936.7412307,1901.410423,29009.43128,2377509,2099.292557
griffintechnology.com,Griffin Technology Inc,Consumer Electronics & Appliances,$50 mil. - $100 mil.,554185.9444,426634.5104,454009.3948,147050,125000.3562
uptodate.com,UpToDate Inc,Others,$50 mil. - $100 mil.,8180016.897,8361408.748,9007400.001,8470,1531810.969
aavid.com,Aavid Thermalloy LLC,Consumer Electronics & Appliances,$50 mil. - $100 mil.,93277.83224,22638.76388,33539.44416,1201036,16032.10701
calypsostbarth.com,Calypso St. Barth,Apparel and Accessories,$50 mil. - $100 mil.,56001.49657,72046.04485,8900.921563,2673711,6702.891069
raybiztech.com,IT Services,Technology and Computing,$50 mil. - $100 mil.,8341.442352,22508.81439,41120.16591,1382502,3498.096189
thr1ve.me,THR1VE,Medical and Wellness,$50 mil. - $100 mil.,42996.63002,22030.71506,114531.7077,626871,8609.326775
crossroadstrading.com,Crossroads Trading Co.,Apparel and Accessories,$50 mil. - $100 mil.,96399.05056,105633.0839,121739.1119,672404,19299.77464
orcind.com,ORC Industries Inc,Apparel and Accessories,$50 mil. - $100 mil.,4823.788007,404.6290524,496.8397059,10877626,242.0155541
spacenk.com,Space NK Limited,Others,$50 mil. - $100 mil.,846827.5579,895280.3378,590197.845,42131,123555.2904
asaalloys.com,ASA Alloys Inc,General Merchandise,$50 mil. - $100 mil.,1312.435865,7217.597806,28706.47033,2338064,1958.535409
hoeferinc.com,Hoefer Inc,Stationery and Office Products,$50 mil. - $100 mil.,2004.016445,1293.679321,1825.518111,6469939,254.6020841
nevadabobs.co.uk,Nevada Bobs Company,Sporting Goods,$50 mil. - $100 mil.,Data not found,Data not found,Data not found,Data not found,Data not found
diptyqueparis.com,Diptyque Paris,Others,$50 mil. - $100 mil.,123534.6151,295058.588,147520.444,414998,27136.47772
onyxhotel.com,Onyx Hotel,Hospitality and Accomodation,$50 mil. - $100 mil.,1132.679506,3633.433226,1327.565436,8253175,2262.014519
i3electronics.com,"Electronics , Inc.",Consumer Electronics & Appliances,$50 mil. - $100 mil.,391.0399039,514.2838776,6288.049646,3882272,2356.190707
northernbrewer.com,Northern Brewer LLC,Food And Beverage,$50 mil. - $100 mil.,1057989.769,576046.5048,1058348.506,74217,151908.2575
ggoutfitters.com,G&G Outfitters Inc,Apparel and Accessories,$50 mil. - $100 mil.,2918.776914,2048.579341,2743.340492,5282896,318.1970893
steingg.com,Stein Gardens & Gifts inc,Gift and Novelty,$50 mil. - $100 mil.,23373.11686,Data not found,Data not found,Data not found,524.7081628
concordmonitor.com,"Newspapers of New England , Inc.",Media and Publications,$50 mil. - $100 mil.,296378.2237,471071.1237,409958.4124,216839,72427.50233
zorrel.com,Zorrel,Apparel and Accessories,$50 mil. - $100 mil.,1264.365217,1538.521813,24061.00021,2053544,657.7323965
rileydrive.com,Riley Drive Inc,Food And Beverage,$50 mil. - $100 mil.,31646.06507,169.7626443,204.4996636,20476434,91.75279303
calyxflowers.com,Calyx Flowers,Florists,$50 mil. - $100 mil.,79287.99922,7489.517684,116801.9573,802048,3775.594164
